,id,title,release_year
3019,3106,Come See the Paradise,1990
3020,3107,Backdraft,1991
3021,3108,"Fisher King, The",1991
3022,3109,"River, The",1984
3023,3110,Country,1984
3024,3111,Places in the Heart,1984
3025,3112,'night Mother,1986
3026,3113,End of Days,1999
3027,3114,Toy Story 2,1999
3028,3115,Flawless,1999
3029,3116,Miss Julie,1999
3030,3117,Ride with the Devil,1999
3031,3118,Tumbleweeds,1999
3032,3119,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena),1971
3033,3120,"Distinguished Gentleman, The",1992
3034,3121,"Hitch-Hiker, The",1953
3035,3122,Santa Fe Trail,1940
3036,3123,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA),1989
3037,3124,Agnes Browne,1999
3038,3125,"End of the Affair, The",1999
3039,3126,"End of the Affair, The",1955
3040,3127,Holy Smoke,1999
3041,3128,"Map of the World, A",1999
3042,3129,Sweet and Lowdown,1999
3043,3130,Bonfire of the Vanities,1990
3044,3131,Broadway Damage,1997
3045,3132,Daddy Long Legs,1919
3046,3133,Go West,1925
3047,3134,Grand Illusion (La grande illusion),1937
3048,3135,"Great Santini, The",1979
3049,3136,"James Dean Story, The",1957
3050,3137,"Sea Wolves, The",1980
3051,3138,Stealing Home,1988
3052,3139,Tarzan the Fearless,1933
3053,3140,Three Ages,1923
3054,3141,"Two Jakes, The",1990
3055,3142,U2: Rattle and Hum,1988
3056,3143,Hell in the Pacific,1968
3057,3144,"Glass Bottom Boat, The",1966
3058,3145,Cradle Will Rock,1999
3059,3146,Deuce Bigalow: Male Gigolo,1999
3060,3147,"Green Mile, The",1999
3061,3148,"Cider House Rules, The",1999
3062,3149,Diamonds,1999
3063,3150,"War Zone, The",1999
3064,3151,"Bat Whispers, The",1930
3065,3152,"Last Picture Show, The",1971
3066,3153,"7th Voyage of Sinbad, The",1958
3067,3154,Blood on the Sun,1945
3068,3155,Anna and the King,1999
3069,3156,Bicentennial Man,1999
3070,3157,Stuart Little,1999
3071,3158,"Emperor and the Assassin, The (Jing ke ci qin wang)",1999
3072,3159,Fantasia 2000,1999
3073,3160,Magnolia,1999
3074,3161,Onegin,1999
3075,3162,Simpatico,1999
3076,3163,Topsy-Turvy,1999
3077,3164,"Alley Cats, The",1966
3078,3165,Boiling Point,1993
3079,3166,Brenda Starr,1989
3080,3167,Carnal Knowledge,1971
3081,3168,Easy Rider,1969
3082,3169,"Falcon and the Snowman, The",1985
3083,3170,Hi-Yo Silver,1940
3084,3171,Room at the Top,1959
3085,3172,Ulysses (Ulisse),1954
3086,3173,Any Given Sunday,1999
3087,3174,Man on the Moon,1999
3088,3175,Galaxy Quest,1999
3089,3176,"Talented Mr. Ripley, The",1999
3090,3177,Next Friday,2000
3091,3178,"Hurricane, The",1999
3092,3179,Angela's Ashes,1999
3093,3180,Play it to the Bone,1999
3094,3181,Titus,1999
3095,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999
3096,3183,"Third Miracle, The",1999
3097,3184,Montana,1998
3098,3185,Snow Falling on Cedars,1999
3099,3186,"Girl, Interrupted",1999
3100,3187,Trans,1998
3101,3188,"Life and Times of Hank Greenberg, The",1998
3102,3189,My Dog Skip,1999
3103,3190,Supernova,2000
3104,3191,"Quarry, The",1998
3105,3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",1998
3106,3193,Creature,1999
3107,3194,"Way We Were, The",1973
3108,3195,Tess of the Storm Country,1922
3109,3196,Stalag 17,1953
3110,3197,"Presidio, The",1988
3111,3198,Papillon,1973
3112,3199,Pal Joey,1957
3113,3200,"Last Detail, The",1973
3114,3201,Five Easy Pieces,1970
3115,3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),1971
3116,3203,Dead Calm,1989
3117,3204,"Boys from Brazil, The",1978
3118,3205,Black Sunday (La maschera del demonio),1960
3119,3206,Against All Odds,1984
3120,3207,"Snows of Kilimanjaro, The",1952
3121,3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),1993
3122,3209,"Loves of Carmen, The",1948
3123,3210,Fast Times at Ridgemont High,1982
3124,3211,"Cry in the Dark, A",1988
3125,3212,Born to Win,1971
3126,3213,Batman: Mask of the Phantasm,1993
3127,3214,American Flyers,1985
3128,3215,Voyage of the Damned,1976
3129,3216,"Vampyros Lesbos (Vampiras, Las)",1971
3130,3217,"Star Is Born, A",1937
3131,3218,Poison,1991
3132,3219,Pacific Heights,1990
3133,3220,Night Tide,1961
3134,3221,"Draughtsman's Contract, The",1982
3135,3222,Carmen,1984
3136,3223,"Zed & Two Noughts, A",1985
3137,3224,Woman in the Dunes (Suna no onna),1964
3138,3225,Down to You,2000
3139,3226,Hellhounds on My Trail,1999
3140,3227,"Not Love, Just Frenzy (Más que amor, frenesí)",1996
3141,3228,Wirey Spindell,2000
3142,3229,Another Man's Poison,1952
3143,3230,"Odessa File, The",1974
3144,3231,"Saphead, The",1920
3145,3232,Seven Chances,1925
3146,3233,Smashing Time,1967
3147,3234,Train Ride to Hollywood,1975
3148,3235,Where the Buffalo Roam,1980
3149,3236,Zachariah,1971
3150,3237,Kestrel's Eye (Falkens öga),1998
3151,3238,Eye of the Beholder,1999
3152,3239,Isn't She Great?,2000
3153,3240,"Big Tease, The",1999
3154,3241,"Cup, The (Phörpa)",1999
3155,3242,Santitos,1999
3156,3243,Encino Man,1992
3157,3244,"Goodbye Girl, The",1977
3158,3245,I Am Cuba (Soy Cuba/Ya Kuba),1964
3159,3246,Malcolm X,1992
3160,3247,Sister Act,1992
3161,3248,Sister Act 2: Back in the Habit,1993
3162,3249,"Hand That Rocks the Cradle, The",1992
3163,3250,Alive,1993
3164,3251,Agnes of God,1985
3165,3252,Scent of a Woman,1992
3166,3253,Wayne's World,1992
3167,3254,Wayne's World 2,1993
3168,3255,"League of Their Own, A",1992
3169,3256,Patriot Games,1992
3170,3257,"Bodyguard, The",1992
3171,3258,Death Becomes Her,1992
3172,3259,Far and Away,1992
3173,3260,Howards End,1992
3174,3261,Singles,1992
3175,3262,Twin Peaks: Fire Walk with Me,1992
3176,3263,White Men Can't Jump,1992
3177,3264,Buffy the Vampire Slayer,1992
3178,3265,Hard-Boiled (Lat sau san taam),1992
3179,3266,Man Bites Dog (C'est arrivé près de chez vous),1992
3180,3267,"Mariachi, El",1992
3181,3268,Stop! Or My Mom Will Shoot,1992
3182,3269,Forever Young,1992
3183,3270,"Cutting Edge, The",1992
3184,3271,Of Mice and Men,1992
3185,3272,Bad Lieutenant,1992
3186,3273,Scream 3,2000
3187,3274,Single White Female,1992
3188,3275,"Boondock Saints, The",2000
3189,3276,Gun Shy,2000
3190,3277,Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat),1999
3191,3278,Gendernauts,1999
3192,3279,Knockout,2000
3193,3280,"Baby, The",1973
3194,3281,"Brandon Teena Story, The",1998
3195,3282,Different for Girls,1996
3196,3283,Minnie and Moskowitz,1971
3197,3284,They Might Be Giants,1971
3198,3285,"Beach, The",2000
3199,3286,Snow Day,2000
3200,3287,"Tigger Movie, The",2000
3201,3288,Cotton Mary,1999
3202,3289,Not One Less (Yi ge dou bu neng shao),1999
3203,3290,Soft Toilet Seats,1999
3204,3291,Trois,2000
3205,3292,"Big Combo, The",1955
3206,3293,Conceiving Ada,1997
3207,3294,Eaten Alive,1977
3208,3295,Raining Stones,1993
3209,3296,To Sir with Love,1967
3210,3297,With Byrd at the South Pole,1930
3211,3298,Boiler Room,2000
3212,3299,Hanging Up,2000
3213,3300,Pitch Black,2000
3214,3301,"Whole Nine Yards, The",2000
3215,3302,Beautiful People,1999
3216,3303,Black Tar Heroin: The Dark End of the Street,2000
3217,3304,Blue Collar,1978
3218,3305,Bluebeard,1944
3219,3306,"Circus, The",1928
3220,3307,City Lights,1931
3221,3308,"Flamingo Kid, The",1984
3222,3309,"Dog's Life, A",1918
3223,3310,"Kid, The",1921
3224,3311,"Man from Laramie, The",1955
3225,3312,"McCullochs, The",1975
3226,3313,Class Reunion,1982
3227,3314,"Big Trees, The",1952
3228,3315,Happy Go Lovely,1951
3229,3316,Reindeer Games,2000
3230,3317,Wonder Boys,2000
3231,3318,Deterrence,1999
3232,3319,Judy Berlin,1999
3233,3320,Mifune's Last Song (Mifunes sidste sang),1999
3234,3321,"Waiting Game, The",2000
3235,3322,3 Strikes,2000
3236,3323,Chain of Fools,2000
3237,3324,Drowning Mona,2000
3238,3325,"Next Best Thing, The",2000
3239,3326,What Planet Are You From?,2000
3240,3327,Beyond the Mat,1999
3241,3328,Ghost Dog: The Way of the Samurai,1999
3242,3329,"Year My Voice Broke, The",1987
3243,3330,Splendor in the Grass,1961
3244,3331,My Tutor,1983
3245,3332,"Legend of Lobo, The",1962
3246,3333,"Killing of Sister George, The",1968
3247,3334,Key Largo,1948
3248,3335,Jail Bait,1954
3249,3336,It Happened Here,1966
3250,3337,I'll Never Forget What's'isname,1967
3251,3338,For All Mankind,1989
3252,3339,Cross of Iron,1977
3253,3340,Bride of the Monster,1955
3254,3341,Born Yesterday,1950
3255,3342,Birdy,1984
3256,3343,And God Created Woman,1988
3257,3344,Blood Feast,1963
3258,3345,"Charlie, the Lonesome Cougar",1967
3259,3346,Color Me Blood Red,1965
3260,3347,Never Cry Wolf,1983
3261,3348,"Night Visitor, The",1970
3262,3349,"Perils of Pauline, The",1947
3263,3350,"Raisin in the Sun, A",1961
3264,3351,Two Thousand Maniacs!,1964
3265,3352,Brown's Requiem,1998
3266,3353,"Closer You Get, The",2000
3267,3354,Mission to Mars,2000
3268,3355,"Ninth Gate, The",1999
3269,3356,Condo Painting,2000
3270,3357,East-West (Est-ouest),1999
3271,3358,Defending Your Life,1991
3272,3359,Breaking Away,1979
3273,3360,Hoosiers (a.k.a. Best Shot),1986
3274,3361,Bull Durham,1988
3275,3362,Dog Day Afternoon,1975
3276,3363,American Graffiti,1973
3277,3364,"Asphalt Jungle, The",1950
3278,3365,"Searchers, The",1956
3279,3367,"Devil's Brigade, The",1968
3280,3368,"Big Country, The",1958
3281,3369,Any Number Can Win (Mélodie en sous-sol ),1963
3282,3370,Betrayed,1988
3283,3371,Bound for Glory,1976
3284,3372,"Bridge at Remagen, The",1969
3285,3373,Buck and the Preacher,1972
3286,3374,Daughters of the Dust,1991
3287,3375,Destination Moon,1950
3288,3376,"Fantastic Night, The (Nuit fantastique, La)",1942
3289,3377,Hangmen Also Die,1943
3290,3378,"Ogre, The (Unhold, Der)",1996
3291,3379,On the Beach,1959
3292,3380,Railroaded!,1947
3293,3381,Slaves to the Underground,1997
3294,3382,Song of Freedom,1936
3295,3383,Big Fella,1937
3296,3384,"Taking of Pelham One Two Three, The",1974
3297,3385,Volunteers,1985
3298,3386,JFK,1991
3299,3387,Who's Harry Crumb?,1989
3300,3388,Harry and the Hendersons,1987
3301,3389,Let's Get Harry,1986
3302,3390,Shanghai Surprise,1986
3303,3391,Who's That Girl?,1987
3304,3392,She-Devil,1989
3305,3393,Date with an Angel,1987
3306,3394,Blind Date,1987
3307,3395,Nadine,1987
3308,3396,"Muppet Movie, The",1979
3309,3397,"Great Muppet Caper, The",1981
3310,3398,"Muppets Take Manhattan, The",1984
3311,3399,Sesame Street Presents Follow That Bird,1985
3312,3400,We're Back! A Dinosaur's Story,1993
3313,3401,Baby... Secret of the Lost Legend,1985
3314,3402,Turtle Diary,1985
3315,3403,Raise the Titanic,1980
3316,3404,Titanic,1953
3317,3405,"Night to Remember, A",1958
3318,3406,Captain Horatio Hornblower R.N.,1951
3319,3407,"Carriers Are Waiting, The (Convoyeurs attendent, Les)",1999
3320,3408,Erin Brockovich,2000
3321,3409,Final Destination,2000
3322,3410,Soft Fruit,1999
3323,3411,Babymother,1998
3324,3412,"Bear, The (Ours, L')",1988
3325,3413,Impact,1949
3326,3414,Love Is a Many-Splendored Thing,1955
3327,3415,"Mirror, The (Zerkalo)",1975
3328,3417,"Crimson Pirate, The",1952
3329,3418,Thelma & Louise,1991
3330,3419,Something for Everyone,1970
3331,3420,...And Justice for All,1979
3332,3421,Animal House,1978
3333,3422,She's Gotta Have It,1986
3334,3423,School Daze,1988
3335,3424,Do the Right Thing,1989
3336,3425,Mo' Better Blues,1990
3337,3426,Jungle Fever,1991
3338,3427,Coogan's Bluff,1968
3339,3428,"Champ, The",1979
3340,3429,Creature Comforts,1989
3341,3430,Death Wish,1974
3342,3431,Death Wish 2,1982
3343,3432,Death Wish 3,1985
3344,3433,Death Wish 4: The Crackdown,1987
3345,3434,Death Wish 5: The Face of Death,1994
3346,3435,Double Indemnity,1944
3347,3436,Dying Young,1991
3348,3437,Cool as Ice,1991
3349,3438,Teenage Mutant Ninja Turtles,1990
3350,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
3351,3440,Teenage Mutant Ninja Turtles III,1993
3352,3441,Red Dawn,1984
3353,3442,Band of the Hand,1986
3354,3443,Born American,1986
3355,3444,Bloodsport,1988
3356,3445,Eyes of Laura Mars,1978
3357,3446,Funny Bones,1995
3358,3447,"Good Earth, The",1937
3359,3448,"Good Morning, Vietnam",1987
3360,3449,"Good Mother, The",1988
3361,3450,Grumpy Old Men,1993
3362,3451,Guess Who's Coming to Dinner,1967
3363,3452,Romeo Must Die,2000
3364,3453,Here on Earth,2000
3365,3454,Whatever It Takes,2000
3366,3455,Buddy Boy,1999
3367,3456,"Color of Paradise, The (Rang-e khoda)",1999
3368,3457,Waking the Dead,2000
3369,3458,Blood and Sand (Sangre y Arena),1989
3370,3459,Gothic,1986
3371,3460,Hillbillys in a Haunted House,1967
3372,3461,Lord of the Flies,1963
3373,3462,Modern Times,1936
3374,3463,Last Resort (National Lampoon's Last Resort),1994
3375,3464,Solar Crisis,1990
3376,3465,That's Life!,1986
3377,3466,Heart and Souls,1993
3378,3467,Hud,1963
3379,3468,"Hustler, The",1961
3380,3469,Inherit the Wind,1960
3381,3470,Dersu Uzala,1975
3382,3471,Close Encounters of the Third Kind,1977
3383,3472,"Horror Hotel (a.k.a. City of the Dead, The)",1960
3384,3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),1976
3385,3474,Retroactive,1997
3386,3475,"Place in the Sun, A",1951
3387,3476,Jacob's Ladder,1990
3388,3477,Empire Records,1995
3389,3478,"Bamba, La",1987
3390,3479,Ladyhawke,1985
3391,3480,Lucas,1986
3392,3481,High Fidelity,2000
3393,3483,"Road to El Dorado, The",2000
3394,3484,"Skulls, The",2000
3395,3485,Autopsy (Macchie Solari),1975
3396,3486,Devil Girl From Mars,1954
3397,3487,El Dorado,1966
3398,3488,"Hideous Sun Demon, The",1959
3399,3489,Hook,1991
3400,3490,Horror Express,1972
3401,3491,My Chauffeur,1986
3402,3492,"Son of the Sheik, The",1926
3403,3493,Torso,1973
3404,3494,True Grit,1969
3405,3495,Roadside Prophets,1992
3406,3496,Madame Sousatzka,1988
3407,3497,Max Dugan Returns,1983
3408,3498,Midnight Express,1978
3409,3499,Misery,1990
3410,3500,Mr. Saturday Night,1992
3411,3501,Murphy's Romance,1985
3412,3502,My Life,1993
3413,3503,Solaris (Solyaris),1972
3414,3504,Network,1976
3415,3505,No Way Out,1987
3416,3506,North Dallas Forty,1979
3417,3507,"Odd Couple, The",1968
3418,3508,"Outlaw Josey Wales, The",1976
3419,3509,Black and White,1999
3420,3510,Frequency,2000
3421,3511,Ready to Rumble,2000
3422,3512,Return to Me,2000
3423,3513,Rules of Engagement,2000
3424,3514,Joe Gould's Secret,2000
3425,3515,Me Myself I,2000
3426,3516,"Bell, Book and Candle",1958
3427,3517,"Bells, The",1926
3428,3518,"End of Violence, The",1997
3429,3519,Force 10 from Navarone,1978
3430,3520,How to Stuff a Wild Bikini,1965
3431,3521,Mystery Train,1989
3432,3522,Sacco and Vanzetti (Sacco e Vanzetti),1971
3433,3523,Taffin,1988
3434,3524,Arthur,1981
3435,3525,Bachelor Party,1984
3436,3526,Parenthood,1989
3437,3527,Predator,1987
3438,3528,"Prince of Tides, The",1991
3439,3529,"Postman Always Rings Twice, The",1981
3440,3530,Smoking/No Smoking,1993
3441,3531,All the Vermeers in New York,1990
3442,3533,"Actor's Revenge, An (Yukinojô henge)",1963
3443,3534,28 Days,2000
3444,3535,American Psycho,2000
3445,3536,Keeping the Faith,2000
3446,3537,Where the Money Is,2000
3447,3538,East is East,1999
3448,3539,"Filth and the Fury, The",2000
3449,3540,Passion of Mind,2000
3450,3541,Third World Cop,1999
3451,3542,Coming Apart,1969
3452,3543,Diner,1982
3453,3544,Shakes the Clown,1992
3454,3545,Cabaret,1972
3455,3546,What Ever Happened to Baby Jane?,1962
3456,3547,Prick Up Your Ears,1987
3457,3548,Auntie Mame,1958
3458,3549,Guys and Dolls,1955
3459,3550,"Hunger, The",1983
3460,3551,Marathon Man,1976
3461,3552,Caddyshack,1980
3462,3553,Gossip,2000
3463,3554,Love and Basketball,2000
3464,3555,U-571,2000
3465,3556,"Virgin Suicides, The",1999
3466,3557,Jennifer 8,1992
3467,3558,"Law, The (a.k.a. Where the Hot Wind Blows!) (Legge, La)",1958
3468,3559,Limelight,1952
3469,3560,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei),1978
3470,3561,Stacy's Knights,1982
3471,3562,Committed,2000
3472,3563,"Crow: Salvation, The",2000
3473,3564,"Flintstones in Viva Rock Vegas, The",2000
3474,3565,Where the Heart Is,2000
3475,3566,"Big Kahuna, The",2000
3476,3567,Bossa Nova,2000
3477,3568,Smiling Fish and Goat on Fire,1999
3478,3569,"Idiots, The (Idioterne)",1998
3479,3570,"Last September, The",1999
3480,3571,Time Code,2000
3481,3572,Carnosaur,1993
3482,3573,Carnosaur 2,1995
3483,3574,Carnosaur 3: Primal Species,1996
3484,3575,Defying Gravity,1997
3485,3576,"Hidden, The",1987
3486,3577,Two Moon Junction,1988
3487,3578,Gladiator,2000
3488,3579,I Dreamed of Africa,2000
3489,3580,Up at the Villa,2000
3490,3581,Human Traffic,1999
3491,3582,"Jails, Hospitals & Hip-Hop",2000
3492,3583,Black Tights (1-2-3-4 ou Les Collants noirs),1960
3493,3584,Breathless,1983
3494,3585,"Great Locomotive Chase, The",1956
3495,3586,"Idolmaker, The",1980
3496,3587,Inferno,1980
3497,3588,"King of Marvin Gardens, The",1972
3498,3589,"Whom the Gods Wish to Destroy (Nibelungen, Teil 1: Siegfried, Die)",1966
3499,3590,"Lords of Flatbush, The",1974
3500,3591,Mr. Mom,1983
3501,3592,"Time Masters (Maîtres du temps, Les)",1982
3502,3593,Battlefield Earth,2000
3503,3594,Center Stage,2000
3504,3595,Held Up,1999
3505,3596,Screwed,2000
3506,3597,Whipped,2000
3507,3598,Hamlet,2000
3508,3599,Anchors Aweigh,1945
3509,3600,Blue Hawaii,1961
3510,3601,"Castaway Cowboy, The",1974
3511,3602,G. I. Blues,1960
3512,3603,"Gay Deceivers, The",1969
3513,3604,Gypsy,1962
3514,3605,King Creole,1958
3515,3606,On the Town,1949
3516,3607,One Little Indian,1973
3517,3608,Pee-wee's Big Adventure,1985
3518,3609,Regret to Inform,1998
3519,3610,Roustabout,1964
3520,3611,Saludos Amigos,1943
3521,3612,"Slipper and the Rose, The",1976
3522,3613,Things Change,1988
3523,3614,Honeymoon in Vegas,1992
3524,3615,Dinosaur,2000
3525,3616,Loser,2000
3526,3617,Road Trip,2000
3527,3618,Small Time Crooks,2000
3528,3619,"Hollywood Knights, The",1980
3529,3620,"Myth of Fingerprints, The",1997
3530,3621,Possession,1981
3531,3622,"Twelve Chairs, The",1970
3532,3623,Mission: Impossible II,2000
3533,3624,Shanghai Noon,2000
3534,3625,Better Living Through Circuitry,1999
3535,3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),1999
3536,3627,Carnival of Souls,1962
3537,3628,Flying Tigers,1942
3538,3629,"Gold Rush, The",1925
3539,3630,"House of Exorcism, The (a.k.a. Lisa and the Devil) (Casa dell'esorcismo, La)",1973
3540,3631,It's in the Water,1998
3541,3632,Monsieur Verdoux,1947
3542,3633,On Her Majesty's Secret Service,1969
3543,3634,Seven Days in May,1964
3544,3635,"Spy Who Loved Me, The",1977
3545,3636,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train),1998
3546,3637,Vagabond (Sans toit ni loi),1985
3547,3638,Moonraker,1979
3548,3639,"Man with the Golden Gun, The",1974
3549,3640,"King in New York, A",1957
3550,3641,"Woman of Paris, A",1923
3551,3642,In Old California,1942
3552,3643,"Fighting Seabees, The",1944
3553,3644,Dark Command,1940
3554,3645,Cleo from 5 to 7 (Cléo de 5 à 7),1962
3555,3646,Big Momma's House,2000
3556,3647,Running Free,1999
3557,3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",1957
3558,3649,American Gigolo,1980
3559,3650,Anguish (Angustia),1987
3560,3651,"Blood Spattered Bride, The (La novia ensangrentada)",1972
3561,3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",1980
3562,3653,"Endless Summer, The",1966
3563,3654,"Guns of Navarone, The",1961
3564,3655,Blow-Out (La grande bouffe),1973
3565,3656,Lured,1947
3566,3657,Pandora and the Flying Dutchman,1951
3567,3658,Quatermass and the Pit,1967
3568,3659,Quatermass 2 (Enemy from Space),1957
3569,3660,Puppet Master,1989
3570,3661,Puppet Master II,1991
3571,3662,Puppet Master III: Toulon's Revenge,1991
3572,3663,Puppet Master 4,1993
3573,3664,Puppet Master 5: The Final Chapter,1994
3574,3665,Curse of the Puppet Master (Puppet Master 6: The Curse),1998
3575,3666,Retro Puppet Master (Puppet Master 7),1999
3576,3667,Rent-A-Cop,1988
3577,3668,Romeo and Juliet,1968
3578,3669,Stay Tuned,1992
3579,3670,Story of G.I. Joe,1945
3580,3671,Blazing Saddles,1974
3581,3672,Benji,1974
3582,3673,Benji the Hunted,1987
3583,3674,For the Love of Benji,1977
3584,3675,White Christmas,1954
3585,3676,Eraserhead,1977
3586,3677,Baraka,1992
3587,3678,"Man with the Golden Arm, The",1955
3588,3679,"Decline of Western Civilization, The",1981
3589,3680,"Decline of Western Civilization Part II: The Metal Years, The",1988
3590,3681,For a Few Dollars More (Per qualche dollaro in più),1965
3591,3682,Magnum Force,1973
3592,3683,Blood Simple,1984
3593,3684,"Fabulous Baker Boys, The",1989
3594,3685,Prizzi's Honor,1985
3595,3686,Flatliners,1990
3596,3687,Light Years (Gandahar),1988
3597,3688,Porky's,1982
3598,3689,Porky's II: The Next Day,1983
3599,3690,Porky's Revenge,1985
3600,3691,Private School,1983
3601,3692,Class of Nuke 'Em High,1986
3602,3693,"Toxic Avenger, The",1985
3603,3694,"Toxic Avenger, Part II, The",1989
3604,3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",1989
3605,3696,Night of the Creeps,1986
3606,3697,Predator 2,1990
3607,3698,"Running Man, The",1987
3608,3699,Starman,1984
3609,3700,"Brother from Another Planet, The",1984
3610,3701,Alien Nation,1988
3611,3702,Mad Max,1979
3612,3703,"Road Warrior, The (Mad Max 2)",1981
3613,3704,Mad Max Beyond Thunderdome,1985
3614,3705,Bird on a Wire,1990
3615,3706,Angel Heart,1987
3616,3707,9 1/2 Weeks (Nine 1/2 Weeks),1986
3617,3708,Firestarter,1984
3618,3709,Sleepwalkers,1992
3619,3710,Action Jackson,1988
3620,3711,Sarafina!,1992
3621,3712,Soapdish,1991
3622,3713,"Long Walk Home, The",1990
3623,3714,Clara's Heart,1988
3624,3715,Burglar,1987
3625,3716,Fatal Beauty,1987
3626,3717,Gone in 60 Seconds,2000
3627,3718,American Pimp,1999
3628,3719,Love's Labour's Lost,2000
3629,3720,Sunshine,1999
3630,3721,Trixie,2000
3631,3722,American Virgin,2000
3632,3723,Hamlet,1990
3633,3724,Coming Home,1978
3634,3725,American Pop,1981
3635,3726,Assault on Precinct 13,1976
3636,3727,Near Dark,1987
3637,3728,One False Move,1992
3638,3729,Shaft,1971
3639,3730,"Conversation, The",1974
3640,3731,Cutter's Way,1981
3641,3732,"Fury, The",1978
3642,3733,"Paper Chase, The",1973
3643,3734,Prince of the City,1981
3644,3735,Serpico,1973
3645,3736,"Ace in the Hole (Big Carnival, The)",1951
3646,3737,Lonely Are the Brave,1962
3647,3738,"Sugarland Express, The",1974
3648,3739,Trouble in Paradise,1932
3649,3740,Big Trouble in Little China,1986
3650,3741,Badlands,1973
3651,3742,Battleship Potemkin,1925
3652,3743,Boys and Girls,2000
3653,3744,Shaft,2000
3654,3745,Titan A.E.,2000
3655,3746,Butterfly (La lengua de las mariposas),1999
3656,3747,Jesus' Son,1999
3657,3748,"Match, The",1999
3658,3749,"Time Regained (Temps retrouvé, Le)",1999
3659,3750,Boricua's Bond,2000
3660,3751,Chicken Run,2000
3661,3752,"Me, Myself & Irene",2000
3662,3753,"Patriot, The",2000
3663,3754,"Adventures of Rocky and Bullwinkle, The",2000
3664,3755,"Perfect Storm, The",2000
3665,3756,"Golden Bowl, The",2000
3666,3757,Asylum,1972
3667,3758,Communion,1989
3668,3759,Fun and Fancy Free,1947
3669,3760,"Kentucky Fried Movie, The",1977
3670,3761,"Bound by Honor (a.k.a. Blood In, Blood Out)",1993
3671,3762,Daughter of Dr. Jeckyll,1957
3672,3763,F/X,1986
3673,3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),1991
3674,3765,"Hot Spot, The",1990
3675,3766,Missing in Action,1984
3676,3767,Missing in Action 2: The Beginning,1985
3677,3768,Braddock: Missing in Action III,1988
3678,3769,Thunderbolt and Lightfoot,1974
3679,3770,Dreamscape,1984
3680,3771,The Golden Voyage of Sinbad,1973
3681,3772,"Hatchet for the Honeymoon (Rosso segno della follia, Il)",1970
3682,3773,House Party,1990
3683,3774,House Party 2,1991
3684,3775,Make Mine Music,1946
3685,3776,Melody Time,1948
3686,3777,Nekromantik,1987
3687,3778,On Our Merry Way,1948
3688,3779,Project Moon Base,1953
3689,3780,Rocketship X-M,1950
3690,3781,Shaft in Africa,1973
3691,3782,Shaft's Big Score!,1972
3692,3783,Croupier,1998
3693,3784,"Kid, The",2000
3694,3785,Scary Movie,2000
3695,3786,But I'm a Cheerleader,1999
3696,3787,Shower (Xizao),1999
3697,3788,Blow-Up (Blowup),1966
3698,3789,"Pawnbroker, The",1964
3699,3790,Groove,2000
3700,3791,Footloose,1984
3701,3792,Duel in the Sun,1946
3702,3793,X-Men,2000
3703,3794,Chuck & Buck,2000
3704,3795,"Five Senses, The",1999
3705,3796,"Wisdom of Crocodiles, The (a.k.a. Immortality)",2000
3706,3797,"In Crowd, The",2000
3707,3798,What Lies Beneath,2000
3708,3799,Pokémon the Movie 2000,2000
3709,3800,Criminal Lovers,1999
3710,3801,Anatomy of a Murder,1959
3711,3802,Freejack,1992
3712,3803,Greaser's Palace,1972
3713,3804,H.O.T.S.,1979
3714,3805,Knightriders,1981
3715,3806,Mackenna's Gold,1969
3716,3807,Sinbad and the Eye of the Tiger,1977
3717,3808,"Two Women (Ciociara, La)",1960
3718,3809,What About Bob?,1991
3719,3810,White Sands,1992
3720,3811,Breaker Morant,1980
3721,3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972
3722,3813,Interiors,1978
3723,3814,Love and Death,1975
3724,3816,"Official Story, The (La historia oficial)",1985
3725,3817,"Other Side of Sunday, The (Søndagsengler)",1996
3726,3818,Pot O' Gold,1941
3727,3819,Tampopo,1985
3728,3820,Thomas and the Magic Railroad,2000
3729,3821,Nutty Professor II: The Klumps,2000
3730,3822,"Girl on the Bridge, The (Fille sur le pont, La)",1999
3731,3823,Wonderland,1999
3732,3824,Autumn in New York,2000
3733,3825,Coyote Ugly,2000
3734,3826,Hollow Man,2000
3735,3827,Space Cowboys,2000
3736,3828,Better Living,1998
